"","taxon","kegg_KO","signal_ID","cluster","silhouette_width","neighbor_cluster","signal","name_short","name","pathway","taxon_group","notes"
"2838","Haptophyta","K04373",4456,"Dusk",0.31446258362948,"Night","Haptophyta_K04373",NA,NA,NA,"eukaryotic",""
"2839","Haptophyta","K00872",3250,"Morning",0.204396372488729,"Afternoon","Haptophyta_K00872","thrB1"," homoserine kinase [EC:2.7.1.39]","Glycine, serine and threonine metabolism","eukaryotic",""
"2840","Haptophyta","K15683",3233,"Morning",0.197481969505579,"Afternoon","Haptophyta_K15683",NA,NA,NA,"eukaryotic",""
"2841","Haptophyta","K09013",715,"Night",0.0194784299706797,"Morning","Haptophyta_K09013","sufC"," Fe-S cluster assembly ATP-binding protein","[]","eukaryotic",""
"2842","Haptophyta","K00761",3236,"Morning",0.164394131773158,"Afternoon","Haptophyta_K00761","upp, UPRT"," uracil phosphoribosyltransferase [EC:2.4.2.9]","Pyrimidine metabolism","eukaryotic",""
"2843","Haptophyta","K02938",5016,"Dusk",0.373599725321332,"Afternoon","Haptophyta_K02938",NA,NA,NA,"eukaryotic",""
"2844","Haptophyta","K07511",4465,"Dusk",0.402365360575232,"Night","Haptophyta_K07511",NA,NA,NA,"eukaryotic",""
"2845","Haptophyta","K00167",4812,"Dusk",0.382626570041522,"Night","Haptophyta_K00167",NA,NA,NA,"eukaryotic",""
"2846","Haptophyta","K01843",3120,"Morning",0.19439925020453,"Afternoon","Haptophyta_K01843",NA,NA,NA,"eukaryotic",""
"2847","Haptophyta","K00944",5160,"Dusk",0.168378110338949,"Afternoon","Haptophyta_K00944",NA,NA,NA,"eukaryotic",""
"2848","Haptophyta","K17481",4591,"Dusk",0.294548087587827,"Afternoon","Haptophyta_K17481",NA,NA,NA,"eukaryotic",""
"2849","Haptophyta","K01509",4339,"Dusk",0.365945302846434,"Night","Haptophyta_K01509",NA,NA,NA,"eukaryotic",""
"2850","Haptophyta","K09569",4450,"Dusk",0.256735250581375,"Afternoon","Haptophyta_K09569",NA,NA,NA,"eukaryotic",""
"2851","Haptophyta","K00548",1770,"Afternoon",0.253142065047686,"Morning","Haptophyta_K00548","metH, MTR"," 5-methyltetrahydrofolate--homocysteine methyltransferase [EC:2.1.1.13]","Cysteine and methionine metabolism","eukaryotic",""
"2852","Haptophyta","K08825",4634,"Dusk",0.237939318601068,"Afternoon","Haptophyta_K08825",NA,NA,NA,"eukaryotic",""
"2853","Haptophyta","K02636",3116,"Morning",0.218717506529428,"Afternoon","Haptophyta_K02636","petC"," cytochrome b6-f complex iron-sulfur subunit [EC:1.10.9.1]","Photosynthesis","eukaryotic",""
"2854","Haptophyta","K03394",5116,"Dusk",0.356255623116762,"Night","Haptophyta_K03394",NA,NA,NA,"eukaryotic",""
"2855","Haptophyta","K14684",4965,"Dusk",0.417344653221524,"Afternoon","Haptophyta_K14684",NA,NA,NA,"eukaryotic",""
"2856","Haptophyta","K00033",4648,"Dusk",0.273361389240772,"Night","Haptophyta_K00033","PGD, gnd, gntZ"," 6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]","Pentose phosphate pathway","eukaryotic",""
"2857","Haptophyta","K09583",4629,"Dusk",0.152749365724122,"Afternoon","Haptophyta_K09583",NA,NA,NA,"eukaryotic",""
"2858","Haptophyta","K05755",4710,"Dusk",0.375705783528704,"Afternoon","Haptophyta_K05755",NA,NA,NA,"eukaryotic",""
"2859","Haptophyta","K05758",4939,"Dusk",0.280041669020037,"Afternoon","Haptophyta_K05758",NA,NA,NA,"eukaryotic",""
"2860","Haptophyta","K07593",4824,"Dusk",0.276485291332718,"Afternoon","Haptophyta_K07593",NA,NA,NA,"eukaryotic",""
"2861","Haptophyta","K09272",4693,"Dusk",0.0756817013652665,"Afternoon","Haptophyta_K09272",NA,NA,NA,"eukaryotic",""
"2862","Haptophyta","K05759",5105,"Dusk",0.355145569080173,"Afternoon","Haptophyta_K05759",NA,NA,NA,"eukaryotic",""
"2863","Haptophyta","K08177",721,"Night",0.0637627183782252,"Morning","Haptophyta_K08177",NA,NA,NA,"eukaryotic",""
"2864","Haptophyta","K10881",4671,"Dusk",0.295177230220389,"Afternoon","Haptophyta_K10881",NA,NA,NA,"eukaryotic",""
"2865","Haptophyta","K05236",4962,"Dusk",0.383085005880414,"Afternoon","Haptophyta_K05236",NA,NA,NA,"eukaryotic",""
"2866","Haptophyta","K02719",3076,"Morning",0.264515972999457,"Afternoon","Haptophyta_K02719","psbU"," photosystem II PsbU protein","Photosynthesis","eukaryotic",""
"2867","Haptophyta","K00278",4368,"Dusk",0.11497063400158,"Afternoon","Haptophyta_K00278","nadB"," L-aspartate oxidase [EC:1.4.3.16]","Alanine, aspartate and glutamate metabolism","eukaryotic",""
"2868","Haptophyta","K17609",1789,"Afternoon",0.184555169211657,"Dusk","Haptophyta_K17609",NA,NA,NA,"eukaryotic",""
"2869","Haptophyta","K12193",1767,"Afternoon",0.0922593413639635,"Morning","Haptophyta_K12193",NA,NA,NA,"eukaryotic",""
"2870","Haptophyta","K00057",3093,"Morning",0.328932889585143,"Afternoon","Haptophyta_K00057","gpsA"," glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]","Glycerophospholipid metabolism","eukaryotic",""
"2871","Haptophyta","K01958",4470,"Dusk",0.396062550835123,"Afternoon","Haptophyta_K01958","PC, pyc"," pyruvate carboxylase [EC:6.4.1.1]","Citrate cycle (TCA cycle)","eukaryotic",""
"2872","Haptophyta","K04043",1718,"Afternoon",-0.00937553682593631,"Dusk","Haptophyta_K04043","dnaK, HSPA9"," molecular chaperone DnaK","RNA degradation","eukaryotic",""
"2873","Haptophyta","K02112",4730,"Dusk",0.274170639872543,"Night","Haptophyta_K02112","ATPF1B, atpD"," F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]","Oxidative phosphorylation","eukaryotic",""
"2874","Haptophyta","K14779",4863,"Dusk",0.30414646732444,"Afternoon","Haptophyta_K14779",NA,NA,NA,"eukaryotic",""
"2875","Haptophyta","K10908",5139,"Dusk",0.276539334662103,"Afternoon","Haptophyta_K10908","POLRMT, RPO41"," DNA-directed RNA polymerase, mitochondrial [EC:2.7.7.6]","RNA polymerase","eukaryotic",""
"2876","Haptophyta","K03167",4827,"Dusk",0.123231734348015,"Night","Haptophyta_K03167",NA,NA,NA,"eukaryotic",""
"2877","Haptophyta","K09478",5021,"Dusk",0.231793649674363,"Afternoon","Haptophyta_K09478",NA,NA,NA,"eukaryotic",""
"2878","Haptophyta","K04044",1732,"Afternoon",0.00486858716209769,"Dusk","Haptophyta_K04044","hscA"," molecular chaperone HscA","RNA degradation","eukaryotic",""
"2879","Haptophyta","K03696",1746,"Afternoon",0.256192580911819,"Dusk","Haptophyta_K03696","clpC"," ATP-dependent Clp protease ATP-binding subunit ClpC","Cell cycle","eukaryotic",""
"2880","Haptophyta","K09566",4425,"Dusk",0.329408852377423,"Afternoon","Haptophyta_K09566",NA,NA,NA,"eukaryotic",""
"2881","Haptophyta","K00284",5046,"Dusk",0.185098435635762,"Afternoon","Haptophyta_K00284","GLU, gltS"," glutamate synthase (ferredoxin) [EC:1.4.7.1]","Nitrogen metabolism","eukaryotic",""
"2882","Haptophyta","K01599",3124,"Morning",0.0548174286841391,"Afternoon","Haptophyta_K01599","hemE, UROD"," uroporphyrinogen decarboxylase [EC:4.1.1.37]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"2883","Haptophyta","K16531",4540,"Dusk",0.262425248145327,"Afternoon","Haptophyta_K16531",NA,NA,NA,"eukaryotic",""
"2884","Haptophyta","K04488",4865,"Dusk",0.206991223366418,"Afternoon","Haptophyta_K04488","iscU, nifU"," nitrogen fixation protein NifU and related proteins","Nitrogen metabolism","eukaryotic",""
"2885","Haptophyta","K02737",4959,"Dusk",0.214195871221516,"Afternoon","Haptophyta_K02737",NA,NA,NA,"eukaryotic",""
"2886","Haptophyta","K01735",3108,"Morning",0.246315861917796,"Night","Haptophyta_K01735","aroB"," 3-dehydroquinate synthase [EC:4.2.3.4]","Phenylalanine, tyrosine and tryptophan biosynthesis","eukaryotic",""
"2887","Haptophyta","K09489",4532,"Dusk",0.233427489654294,"Afternoon","Haptophyta_K09489",NA,NA,NA,"eukaryotic",""
"2888","Haptophyta","K01369",4618,"Dusk",0.168029489866003,"Night","Haptophyta_K01369",NA,NA,NA,"eukaryotic",""
"2889","Haptophyta","K12767",4884,"Dusk",0.251635004380832,"Night","Haptophyta_K12767",NA,NA,NA,"eukaryotic",""
"2890","Haptophyta","K00091",3226,"Morning",0.240479107825994,"Afternoon","Haptophyta_K00091","E1.1.1.219"," dihydroflavonol-4-reductase [EC:1.1.1.219]","[]","eukaryotic",""
"2891","Haptophyta","K05864",4422,"Dusk",0.327299965915431,"Afternoon","Haptophyta_K05864",NA,NA,NA,"eukaryotic",""
"2892","Haptophyta","K04536",4780,"Dusk",0.418038478886279,"Afternoon","Haptophyta_K04536",NA,NA,NA,"eukaryotic",""
"2893","Haptophyta","K16759",1834,"Afternoon",0.0567058604696169,"Dusk","Haptophyta_K16759",NA,NA,NA,"eukaryotic",""
"2894","Haptophyta","K02495",716,"Night",0.0388886816694769,"Dusk","Haptophyta_K02495","hemN, hemZ"," oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"2895","Haptophyta","K01012",692,"Night",0.239098780172227,"Dusk","Haptophyta_K01012","bioB"," biotin synthase [EC:2.8.1.6]","Biotin metabolism","eukaryotic",""
"2896","Haptophyta","K02118",4722,"Dusk",0.337248326338609,"Night","Haptophyta_K02118","ATPVB, ntpB, atpB"," V/A-type H+/Na+-transporting ATPase subunit B","Oxidative phosphorylation","eukaryotic",""
"2897","Haptophyta","K12812",1793,"Afternoon",-0.0433739723901483,"Dusk","Haptophyta_K12812",NA,NA,NA,"eukaryotic",""
"2898","Haptophyta","K06659",5168,"Dusk",0.239208431968717,"Night","Haptophyta_K06659",NA,NA,NA,"eukaryotic",""
"2899","Haptophyta","K14844",5158,"Dusk",0.0443918155774779,"Afternoon","Haptophyta_K14844",NA,NA,NA,"eukaryotic",""
"2900","Haptophyta","K02132",4372,"Dusk",0.200896496979806,"Night","Haptophyta_K02132","ATPeF1A, ATP5A1, ATP1"," F-type H+-transporting ATPase subunit alpha","Oxidative phosphorylation","eukaryotic",""
"2901","Haptophyta","K03462",4605,"Dusk",0.190280732826498,"Night","Haptophyta_K03462",NA,NA,NA,"eukaryotic",""
"2902","Haptophyta","K00108",3199,"Morning",0.130621449768797,"Afternoon","Haptophyta_K00108","betA, CHDH"," choline dehydrogenase [EC:1.1.99.1]","Glycine, serine and threonine metabolism","eukaryotic",""
"2903","Haptophyta","K09498",5009,"Dusk",0.318467500506792,"Afternoon","Haptophyta_K09498",NA,NA,NA,"eukaryotic",""
"2904","Haptophyta","K03236",4961,"Dusk",0.246845797906698,"Afternoon","Haptophyta_K03236","EIF1A"," translation initiation factor 1A","RNA transport","eukaryotic",""
"2905","Haptophyta","K05907",3152,"Morning",0.265598951460001,"Night","Haptophyta_K05907",NA,NA,NA,"eukaryotic",""
"2906","Haptophyta","K09499",4823,"Dusk",0.337489748403544,"Afternoon","Haptophyta_K09499",NA,NA,NA,"eukaryotic",""
"2907","Haptophyta","K11721",4778,"Dusk",0.228689736509901,"Afternoon","Haptophyta_K11721",NA,NA,NA,"eukaryotic",""
"2908","Haptophyta","K05934",5213,"Dusk",0.317089869786387,"Night","Haptophyta_K05934",NA,NA,NA,"eukaryotic",""
"2909","Haptophyta","K06688",4708,"Dusk",0.405103797300899,"Afternoon","Haptophyta_K06688",NA,NA,NA,"eukaryotic",""
"2910","Haptophyta","K01090",4501,"Dusk",0.33627880649724,"Night","Haptophyta_K01090","E3.1.3.16"," protein phosphatase [EC:3.1.3.16]","[]","eukaryotic",""
"2911","Haptophyta","K07898",4941,"Dusk",0.291505075014729,"Afternoon","Haptophyta_K07898",NA,NA,NA,"eukaryotic",""
"2912","Haptophyta","K01091",3210,"Morning",0.206282243974509,"Night","Haptophyta_K01091","gph"," phosphoglycolate phosphatase [EC:3.1.3.18]","Glyoxylate and dicarboxylate metabolism","eukaryotic",""
"2913","Haptophyta","K14965",4662,"Dusk",0.412802360309005,"Afternoon","Haptophyta_K14965",NA,NA,NA,"eukaryotic",""
"2914","Haptophyta","K07904",4595,"Dusk",0.380886543412965,"Afternoon","Haptophyta_K07904",NA,NA,NA,"eukaryotic",""
"2915","Haptophyta","K00435",633,"Night",0.256098975219261,"Dusk","Haptophyta_K00435",NA,NA,NA,"eukaryotic",""
"2916","Haptophyta","K15675",3071,"Morning",0.217700635230367,"Afternoon","Haptophyta_K15675",NA,NA,NA,"eukaryotic",""
"2917","Haptophyta","K12841",1784,"Afternoon",-0.0281961120439831,"Dusk","Haptophyta_K12841",NA,NA,NA,"eukaryotic",""
"2918","Haptophyta","K02154",4756,"Dusk",0.402367326337765,"Night","Haptophyta_K02154",NA,NA,NA,"eukaryotic",""
"2919","Haptophyta","K12844",3186,"Morning",0.0224683313890643,"Afternoon","Haptophyta_K12844",NA,NA,NA,"eukaryotic",""
"2920","Haptophyta","K01782",4463,"Dusk",0.390723219939463,"Afternoon","Haptophyta_K01782","fadJ"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase [EC:1.1.1.35 4.2.1.17 5.1.2.3]","Fatty acid degradation","eukaryotic",""
"2921","Haptophyta","K07910",4409,"Dusk",0.371481032195104,"Afternoon","Haptophyta_K07910",NA,NA,NA,"eukaryotic",""
"2922","Haptophyta","K03263",4373,"Dusk",0.303182355030867,"Afternoon","Haptophyta_K03263",NA,NA,NA,"eukaryotic",""
"2923","Haptophyta","K07921",4596,"Dusk",0.323569843115215,"Afternoon","Haptophyta_K07921",NA,NA,NA,"eukaryotic",""
"2924","Haptophyta","K00134",3067,"Morning",0.236701356841364,"Night","Haptophyta_K00134","GAPDH, gapA"," glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]","Glycolysis / Gluconeogenesis","eukaryotic",""
"2925","Haptophyta","K07930",4410,"Dusk",0.35267715803233,"Afternoon","Haptophyta_K07930",NA,NA,NA,"eukaryotic",""
"2926","Haptophyta","K10609",4704,"Dusk",0.300447968236917,"Afternoon","Haptophyta_K10609",NA,NA,NA,"eukaryotic",""
"2927","Haptophyta","K00472",4922,"Dusk",0.158147809518355,"Afternoon","Haptophyta_K00472","P4HA"," prolyl 4-hydroxylase [EC:1.14.11.2]","Arginine and proline metabolism","eukaryotic",""
"2928","Haptophyta","K12855",4564,"Dusk",0.331720581658304,"Afternoon","Haptophyta_K12855",NA,NA,NA,"eukaryotic",""
"2929","Haptophyta","K11182",5112,"Dusk",0.373008809612157,"Night","Haptophyta_K11182",NA,NA,NA,"eukaryotic",""
"2930","Haptophyta","K00480",1787,"Afternoon",0.0706861474568477,"Morning","Haptophyta_K00480",NA,NA,NA,"eukaryotic",""
"2931","Haptophyta","K02183",4431,"Dusk",0.441837080797543,"Afternoon","Haptophyta_K02183","CALM"," calmodulin","[]","eukaryotic",""
"2932","Haptophyta","K00140",4667,"Dusk",0.130124949391755,"Afternoon","Haptophyta_K00140","mmsA, iolA, ALDH6A1"," malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 ... <Preview truncated at 128 characters>","Propanoate metabolism","eukaryotic",""
"2933","Haptophyta","K03301",5049,"Dusk",0.0944736029964414,"Night","Haptophyta_K03301",NA,NA,NA,"eukaryotic",""
"2934","Haptophyta","K12448",4779,"Dusk",0.317852638361984,"Afternoon","Haptophyta_K12448",NA,NA,NA,"eukaryotic",""
"2935","Haptophyta","K09538",5224,"Dusk",0.215335776782869,"Afternoon","Haptophyta_K09538",NA,NA,NA,"eukaryotic",""
"2936","Haptophyta","K01176",642,"Night",0.0672722227737923,"Morning","Haptophyta_K01176","AMY, amyA, malS"," alpha-amylase [EC:3.2.1.1]","Starch and sucrose metabolism","eukaryotic",""
"2937","Haptophyta","K07943",4622,"Dusk",0.314814351187906,"Afternoon","Haptophyta_K07943",NA,NA,NA,"eukaryotic",""
"2938","Haptophyta","K14498",1752,"Afternoon",0.15446148797132,"Dusk","Haptophyta_K14498",NA,NA,NA,"eukaryotic",""
"2939","Haptophyta","K02705",1814,"Afternoon",0.275704736721092,"Dusk","Haptophyta_K02705","psbC"," photosystem II CP43 chlorophyll apoprotein","Photosynthesis","eukaryotic",""
"2940","Haptophyta","K13753",5098,"Dusk",0.363653641963807,"Night","Haptophyta_K13753",NA,NA,NA,"eukaryotic",""
"2941","Haptophyta","K02979",5012,"Dusk",0.226722623331779,"Night","Haptophyta_K02979",NA,NA,NA,"eukaryotic",""
"2942","Haptophyta","K15111",3203,"Morning",0.138167379985702,"Afternoon","Haptophyta_K15111",NA,NA,NA,"eukaryotic",""
"2943","Haptophyta","K07951",4576,"Dusk",0.282681156995387,"Afternoon","Haptophyta_K07951",NA,NA,NA,"eukaryotic",""
"2944","Haptophyta","K01464",5194,"Dusk",0.339476850036338,"Night","Haptophyta_K01464","DPYS, dht, hydA"," dihydropyrimidinase [EC:3.5.2.2]","Pyrimidine metabolism","eukaryotic",""
"2945","Haptophyta","K06174",4991,"Dusk",0.383602250129914,"Afternoon","Haptophyta_K06174","ABCE1, Rli1"," ATP-binding cassette, sub-family E, member 1","Transport","eukaryotic",""
"2946","Haptophyta","K12957",711,"Night",0.148691312441922,"Morning","Haptophyta_K12957",NA,NA,NA,"eukaryotic",""
"2947","Haptophyta","K00255",5181,"Dusk",0.367785731217715,"Afternoon","Haptophyta_K00255","ACADL"," long-chain-acyl-CoA dehydrogenase [EC:1.3.8.8]","Fatty acid degradation","eukaryotic",""
"2948","Haptophyta","K01811",661,"Night",0.0882027619287564,"Dusk","Haptophyta_K01811",NA,NA,NA,"eukaryotic",""
"2949","Haptophyta","K11263",4473,"Dusk",0.241938974512871,"Night","Haptophyta_K11263",NA,NA,NA,"eukaryotic",""
"2950","Haptophyta","K02984",4520,"Dusk",0.363234207459859,"Afternoon","Haptophyta_K02984",NA,NA,NA,"eukaryotic",""
"2951","Haptophyta","K02220",5162,"Dusk",0.242109725012525,"Night","Haptophyta_K02220",NA,NA,NA,"eukaryotic",""
"2952","Haptophyta","K15171",5161,"Dusk",0.210991308540666,"Afternoon","Haptophyta_K15171",NA,NA,NA,"eukaryotic",""
"2953","Haptophyta","K03324",4816,"Dusk",0.102102505629045,"Night","Haptophyta_K03324",NA,NA,NA,"eukaryotic",""
"2954","Haptophyta","K00257",4382,"Dusk",0.310933591105294,"Afternoon","Haptophyta_K00257","mbtN, fadE14"," acyl-ACP dehydrogenase [EC:1.3.99.-]","Fatty acid degradation","eukaryotic",""
"2955","Haptophyta","K03942",1776,"Afternoon",0.135192515682456,"Dusk","Haptophyta_K03942","NDUFV1"," NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]","Oxidative phosphorylation","eukaryotic",""
"2956","Haptophyta","K02230",1779,"Afternoon",0.063223105201837,"Morning","Haptophyta_K02230","cobN"," cobaltochelatase CobN [EC:6.6.1.2]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"2957","Haptophyta","K00259",5079,"Dusk",0.176227769046585,"Afternoon","Haptophyta_K00259","ald"," alanine dehydrogenase [EC:1.4.1.1]","Alanine, aspartate and glutamate metabolism","eukaryotic",""
"2958","Haptophyta","K04372",4752,"Dusk",0.333749297898187,"Afternoon","Haptophyta_K04372",NA,NA,NA,"eukaryotic",""
"2959","Haptophyta","K03347",4702,"Dusk",0.312457922774207,"Afternoon","Haptophyta_K03347",NA,NA,NA,"eukaryotic",""
"2960","Haptophyta","K00024",4637,"Dusk",0.43911207531914,"Afternoon","Haptophyta_K00024","mdh"," malate dehydrogenase [EC:1.1.1.37]","Citrate cycle (TCA cycle)","eukaryotic",""
"2961","Haptophyta","K02885",4891,"Dusk",0.394859956134703,"Afternoon","Haptophyta_K02885",NA,NA,NA,"eukaryotic",""
"2962","Haptophyta","K10260",5017,"Dusk",0.316672331340262,"Afternoon","Haptophyta_K10260",NA,NA,NA,"eukaryotic",""
"2963","Haptophyta","K03361",5129,"Dusk",0.316220696601914,"Afternoon","Haptophyta_K03361",NA,NA,NA,"eukaryotic",""
"2964","Haptophyta","K11338",4670,"Dusk",0.250103582054408,"Afternoon","Haptophyta_K11338",NA,NA,NA,"eukaryotic",""
"2965","Haptophyta","K02988",5004,"Dusk",0.29579831938744,"Afternoon","Haptophyta_K02988","RP-S5, MRPS5, rpsE"," small subunit ribosomal protein S5","Ribosome","eukaryotic",""
"2966","Haptophyta","K00380",3163,"Morning",0.31710579324068,"Night","Haptophyta_K00380","cysJ"," sulfite reductase (NADPH) flavoprotein alpha-component [EC:1.8.1.2]","Sulfur metabolism","eukaryotic",""
"2967","Haptophyta","K02989",4728,"Dusk",0.366420855511257,"Afternoon","Haptophyta_K02989",NA,NA,NA,"eukaryotic",""
"2968","Haptophyta","K03549",1846,"Afternoon",0.0122537040729784,"Morning","Haptophyta_K03549",NA,NA,NA,"eukaryotic",""
"2969","Haptophyta","K15276",4912,"Dusk",0.162242518700942,"Night","Haptophyta_K15276",NA,NA,NA,"eukaryotic",""
"2970","Haptophyta","K04857",4883,"Dusk",0.126494194088456,"Night","Haptophyta_K04857",NA,NA,NA,"eukaryotic",""
"2971","Haptophyta","K16290",4499,"Dusk",0.228388944986825,"Night","Haptophyta_K16290",NA,NA,NA,"eukaryotic",""
"2972","Haptophyta","K08824",4841,"Dusk",0.359315102260694,"Afternoon","Haptophyta_K08824",NA,NA,NA,"eukaryotic",""
"2973","Haptophyta","K00956",5028,"Dusk",0.249469436255824,"Afternoon","Haptophyta_K00956",NA,NA,NA,"eukaryotic",""
"2974","Haptophyta","K09577",4452,"Dusk",0.29869136574334,"Afternoon","Haptophyta_K09577",NA,NA,NA,"eukaryotic",""
"2975","Haptophyta","K01845",1757,"Afternoon",0.0752184339826039,"Morning","Haptophyta_K01845","hemL"," glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8]","Porphyrin and chlorophyll metabolism","eukaryotic",""
"2976","Haptophyta","K02992",4729,"Dusk",0.372152404836854,"Afternoon","Haptophyta_K02992","RP-S7, MRPS7, rpsG"," small subunit ribosomal protein S7","Ribosome","eukaryotic",""
"2977","Haptophyta","K02637",1839,"Afternoon",0.238008435955089,"Dusk","Haptophyta_K02637","petD"," cytochrome b6-f complex subunit 4","Photosynthesis","eukaryotic",""
"2978","Haptophyta","K11381",4813,"Dusk",0.369760985229549,"Afternoon","Haptophyta_K11381",NA,NA,NA,"eukaryotic",""
"2979","Haptophyta","K08081",3182,"Morning",0.282795136353896,"Night","Haptophyta_K08081",NA,NA,NA,"eukaryotic",""
"2980","Haptophyta","K01315",4676,"Dusk",0.145548454530543,"Night","Haptophyta_K01315",NA,NA,NA,"eukaryotic",""
"2981","Haptophyta","K10376",705,"Night",0.187752847156195,"Morning","Haptophyta_K10376",NA,NA,NA,"eukaryotic",""
"2982","Haptophyta","K15320",3224,"Morning",0.153350818044421,"Afternoon","Haptophyta_K15320",NA,NA,NA,"eukaryotic",""
"2983","Haptophyta","K15329",3194,"Morning",0.279101966196432,"Afternoon","Haptophyta_K15329",NA,NA,NA,"eukaryotic",""
"2984","Haptophyta","K17562",725,"Night",0.145345996450807,"Morning","Haptophyta_K17562",NA,NA,NA,"eukaryotic",""
"2985","Haptophyta","K04442",4536,"Dusk",0.371247201869406,"Afternoon","Haptophyta_K04442",NA,NA,NA,"eukaryotic",""
